date,ticker,market_cap_usd,volume_usd
2021-07-04,BTC,662841855840.3812,7617119191.09781
2021-07-05,BTC,635800664838.8307,9574601088.92277
2021-07-06,BTC,639809939899.6041,9415793387.27354
2021-07-07,BTC,636229302844.7092,8740586623.38722
2021-07-08,BTC,615408206333.4872,11175633133.9784
2021-07-09,BTC,635972699231.9186,8384133165.87352
2021-07-10,BTC,630307119097.991,6773700194.22282
2021-07-11,BTC,642476387837.8834,5718618494.59698
2021-07-12,BTC,621438096852.9285,8004675437.89183
2021-07-13,BTC,612214949439.348,6978163230.03394
2021-07-14,BTC,615181434967.0844,8015197664.32222
2021-07-15,BTC,594751052034.9653,8293708900.8383
2021-07-16,BTC,590054215680.704,8658411859.32068
2021-07-17,BTC,591812552914.4733,6348301570.31574
2021-07-18,BTC,594837912850.213,6336187299.75313
2021-07-19,BTC,579408058603.4889,7576687304.60394
2021-07-20,BTC,558478126514.6532,9140640586.17147
2021-07-21,BTC,602653902984.2952,11286900693.643
2021-07-22,BTC,606199143136.722,7005794133.58961
2021-07-23,BTC,627479802970.8693,8289259323.91833
2021-07-24,BTC,641160519675.9818,7847135011.75876
2021-07-25,BTC,659078087900.0309,7356464331.27505
2021-07-26,BTC,702742383037.9468,25254057481.4889
2021-07-27,BTC,734346228533.4615,14927070875.9921
2021-07-28,BTC,749637705826.2058,17587833714.2902
2021-07-29,BTC,752436348341.3021,10925243629.2779
2021-07-30,BTC,784455260094.1389,14128474257.3719
2021-07-31,BTC,784564984126.0333,10284658993.5724
2021-08-01,BTC,750355941541.017,11885797865.3435
2021-08-02,BTC,737910797087.4546,10829154874.5452
2021-08-03,BTC,718888492618.7064,11251438718.8374
2021-08-04,BTC,746805401841.9286,10564736894.33
2021-08-05,BTC,768772119139.358,16152551121.6013
2021-08-06,BTC,803528296774.2887,16552051330.2786
2021-08-07,BTC,835395295482.4253,17923166243.2983
2021-08-08,BTC,825812457038.7324,16324152172.3528
2021-08-09,BTC,868926021044.1494,17604145341.687
2021-08-10,BTC,854382704549.5062,14413657461.9443
2021-08-11,BTC,857947004307.331,15028734804.8455
2021-08-12,BTC,834123407129.0948,14743911062.006
2021-08-13,BTC,896373859155.2133,13466337790.1968
2021-08-14,BTC,885277380213.1919,12950161580.6091
2021-08-15,BTC,884394736774.213,12375813621.5981
2021-08-16,BTC,863969541715.8536,14508924016.3976
2021-08-17,BTC,840144904105.1235,15282419849.827
2021-08-18,BTC,844697273128.4824,14470918214.7408
2021-08-19,BTC,876544383505.9407,16205799040.9432
2021-08-20,BTC,925337170100.1696,15571137529.1956
2021-08-21,BTC,922183481119.9331,16363295276.3785
2021-08-22,BTC,927741877823.068,10156371766.7051
2021-08-23,BTC,932079739908.4381,15131058698.5027
2021-08-24,BTC,900831282245.6066,16495026936.7455
2021-08-25,BTC,921113698122.0674,13586281428.8558
2021-08-26,BTC,887096494654.2286,14246803929.3389
2021-08-27,BTC,922070878172.4023,13916878639.2823
2021-08-28,BTC,918429163463.365,10306152583.4489
2021-08-29,BTC,920279421677.584,10636362658.6553
2021-08-30,BTC,886052810980.3136,14681511065.3524
2021-08-31,BTC,887852829053.0802,15320673942.9765
2021-09-01,BTC,915521308402.3389,16227964589.5952
2021-09-02,BTC,928373472804.1523,16600401777.6825
2021-09-03,BTC,937651654078.7664,18956375349.1481
2021-09-04,BTC,938810353594.9011,14244993577.508
2021-09-05,BTC,973242843766.6514,12859830966.5915
2021-09-06,BTC,990093469707.9805,16014245528.3401
2021-09-07,BTC,881308435814.7443,35443280160.3973
2021-09-08,BTC,868814300650.1482,21545784791.2258
2021-09-09,BTC,873759807785.6561,16794016125.2028
2021-09-10,BTC,842129122357.554,17344969278.5723
2021-09-11,BTC,848441215860.3611,12615047601.2375
2021-09-12,BTC,868839735686.3914,10257341494.996
2021-09-13,BTC,846512959971.3956,17804136060.8904
2021-09-14,BTC,884777283874.6703,15019727997.2733
2021-09-15,BTC,906356284523.2515,12388340702.0415
2021-09-16,BTC,899437280895.7874,12917317571.2522
2021-09-17,BTC,888499868900.2493,11598455779.5828
2021-09-18,BTC,907181161197.6664,10614751428.8336
2021-09-19,BTC,888680899050.9407,9661792266.04262
2021-09-20,BTC,806611150255.1008,20383611639.9164
2021-09-21,BTC,762806301935.1322,21903480596.5687
2021-09-22,BTC,820271543076.0717,15238453113.93
2021-09-23,BTC,844481693316.983,13361243567.0338
2021-09-24,BTC,805781097472.616,19810484580.2457
2021-09-25,BTC,804538656841.3232,10794378741.8232
2021-09-26,BTC,812031799027.239,11706845319.1758
2021-09-27,BTC,800127083577.4851,10926890213.6802
2021-09-28,BTC,776198293483.3026,10800740324.5154
2021-09-29,BTC,780565646921.4586,10475095397.0557
2021-09-30,BTC,824440444029.2034,11041040009.2035
2021-10-01,BTC,905390548127.1699,17554098761.143
2021-10-02,BTC,900066645699.4569,11022326879.3369
2021-10-03,BTC,907836753956.0886,9899189724.25006
2021-10-04,BTC,928335986047.2692,13312338300.5745
2021-10-05,BTC,971135174368.552,14763218493.9473
2021-10-06,BTC,1043919575657.0316,22617586701.3746
2021-10-07,BTC,1013552627931.8853,16612896604.6849
2021-10-08,BTC,1016011255921.6256,14387357851.3079
2021-10-09,BTC,1036359022483.6368,11643960287.9979
2021-10-10,BTC,1030579975221.3647,15181378701.586
2021-10-11,BTC,1079388786986.324,17849080808.0787
2021-10-12,BTC,1058842478838.182,17409297810.9394
2021-10-13,BTC,1080622323470.5658,17807611216.522
2021-10-14,BTC,1081333675898.4808,15252806873.6516
2021-10-15,BTC,1157932253824.4275,26205492588.3937
2021-10-16,BTC,1148296342322.6633,15384715464.4633
2021-10-17,BTC,1158348928964.852,12605114214.1262
2021-10-18,BTC,1168109108621.0642,18267006292.4011
2021-10-19,BTC,1211781363655.901,18969942765.9005
2021-10-20,BTC,1245221514980.2715,20605577864.0684
2021-10-21,BTC,1175764509578.1985,25249772983.8785
2021-10-22,BTC,1145232055939.3223,19666475632.2456
2021-10-23,BTC,1154696513456.678,11432877823.2756
2021-10-24,BTC,1147503503631.4478,11640285027.0057
2021-10-25,BTC,1188415315425.7778,13329025262.4716
2021-10-26,BTC,1138740201958.921,15449377234.6042
2021-10-27,BTC,1104280514495.558,22111398915.0296
2021-10-28,BTC,1142074087989.8003,22343333973.6133
2021-10-29,BTC,1173560980221.0315,16702885354.241
2021-10-30,BTC,1164420084616.5515,13293878524.5024
2021-10-31,BTC,1158628121727.842,14731809554.5092
2021-11-01,BTC,1152255716550.1553,16815800251.2578
2021-11-02,BTC,1188769633683.1074,17587596832.6584
2021-11-03,BTC,1187535932342.479,17644733175.8833
2021-11-04,BTC,1158125134065.476,14738385382.5702
2021-11-05,BTC,1150864132606.2607,13013000458.3613
2021-11-06,BTC,1159397601037.2688,11377260263.9474
2021-11-07,BTC,1189431376523.6956,10094788221.8444
2021-11-08,BTC,1274349562679.1753,19786509852.5467
2021-11-09,BTC,1265995157805.92,19620208223.1987
2021-11-10,BTC,1221912387623.9292,25743477603.2219
2021-11-11,BTC,1225879749587.1582,16293313171.3331
2021-11-12,BTC,1209255835198.8247,16907451999.8013
2021-11-13,BTC,1215334035223.431,11852495923.2582
2021-11-14,BTC,1227371081397.81,10281178282.8088
2021-11-15,BTC,1203297567403.2034,14084358752.0414
2021-11-16,BTC,1138596574917.1836,25068932858.3729
2021-11-17,BTC,1135477990765.8389,17704094914.8353
2021-11-18,BTC,1072102568248.274,21804393681.7962
2021-11-19,BTC,1095180607639.1604,16882289917.2379
2021-11-20,BTC,1127995381461.3696,12290133967.0824
2021-11-21,BTC,1114510856672.638,11134528821.7992
2021-11-22,BTC,1064547451127.3552,16838121883.0197
2021-11-23,BTC,1088359834858.612,17022288356.7646
2021-11-24,BTC,1078967043352.8656,15068516525.5381
2021-11-25,BTC,1114264869559.638,16018207838.8903
2021-11-26,BTC,1015965489485.063,22377094319.4284
2021-11-27,BTC,1031787373971.6844,12359179777.3093
2021-11-28,BTC,1081177168314.8127,11783466214.9202
2021-11-29,BTC,1093922763691.2256,13867650316.278
2021-11-30,BTC,1078413765008.8096,17310601404.3092
2021-12-01,BTC,1080041656303.1398,16256933173.0788
2021-12-02,BTC,1068806660306.1696,14881472506.6259
2021-12-03,BTC,1013871254042.7568,19797520344.0998
2021-12-04,BTC,928688246483.0732,33305271857.5137
2021-12-05,BTC,931901019326.8503,17136472331.6412
2021-12-06,BTC,954783478279.0153,17870649663.4489
2021-12-07,BTC,955569896395.9672,14303721829.6929
2021-12-08,BTC,954228172561.4713,12339484748.454
2021-12-09,BTC,905851378783.0408,13165719795.4024
2021-12-10,BTC,896438217378.8429,14121384571.5781
2021-12-11,BTC,932097595289.7968,9958493024.13915
2021-12-12,BTC,947539855067.0088,8286817907.98903
2021-12-13,BTC,884245329814.8835,14859098052.9966
2021-12-14,BTC,912779083729.6282,13338519935.8224
2021-12-15,BTC,922989712159.9609,15981401022.0961
2021-12-16,BTC,900962599446.6979,10959960521.8404
2021-12-17,BTC,875884494655.8488,13843429122.138
2021-12-18,BTC,886704391681.2982,9401486845.21809
2021-12-19,BTC,886210279075.9624,9588244434.72586
2021-12-20,BTC,887733510019.3331,12527824904.8509
2021-12-21,BTC,928001919405.3176,11259277877.441
2021-12-22,BTC,920673856889.829,10023763355.4274
2021-12-23,BTC,958932834186.8992,12053452269.6326
2021-12-24,BTC,960320724015.7853,10518674476.9639
2021-12-25,BTC,956710327599.571,7109893496.58956
2021-12-26,BTC,960683606726.741,7996336271.9392
2021-12-27,BTC,960694114316.4371,10239176029.167
2021-12-28,BTC,901663524613.2401,14503893949.137
2021-12-29,BTC,878957961885.9197,11875471259.8482
2021-12-30,BTC,890949566257.0243,10059075576.4163
2021-12-31,BTC,876856588254.3342,11244218012.5479
2022-01-01,BTC,899699536194.4493,6907898567.47898
2022-01-02,BTC,895821904623.9598,6750690409.12729
2022-01-03,BTC,878852778922.5397,9117077393.0924
2022-01-04,BTC,868537343384.6884,10831204275.9485
2022-01-05,BTC,823643008455.5006,15626896338.989
2022-01-06,BTC,816379327436.9196,11615104991.0163
2022-01-07,BTC,785531894863.5997,15604293020.8162
2022-01-08,BTC,791000850844.3613,10015015782.047
2022-01-09,BTC,792678163975.4711,7288210918.10508
2022-01-10,BTC,791399129617.2528,13114657359.8517
2022-01-11,BTC,809443647923.8131,10314098505.7774
2022-01-12,BTC,832058044393.2726,9818037568.66157
2022-01-13,BTC,806853831547.6661,9401429320.19469
2022-01-14,BTC,815902410549.5798,8673067325.27517
2022-01-15,BTC,817916391880.5941,5767456527.62926
2022-01-16,BTC,817247761097.5043,5526144760.3384
2022-01-17,BTC,799161712730.7869,7478999787.07363
2022-01-18,BTC,803362185167.5491,8402879572.5041
2022-01-19,BTC,791223617186.8657,9238611417.82541
2022-01-20,BTC,771734062475.5161,10242225969.3597
2022-01-21,BTC,691027075447.2772,21563058188.8657
2022-01-22,BTC,662729719330.2249,18854812014.6338
2022-01-23,BTC,686900017938.7032,10848839524.4358
2022-01-24,BTC,694295100608.7682,19460171604.6958
2022-01-25,BTC,699876683066.1487,11033106702.2914
2022-01-26,BTC,697505746691.7056,14381418647.9602
2022-01-27,BTC,701250560952.0532,10640137763.0116
2022-01-28,BTC,715434506562.4597,9135808395.19176
2022-01-29,BTC,721521023451.4706,6434933513.50926
2022-01-30,BTC,719570704158.332,5142900050.8684
2022-01-31,BTC,728682541998.9691,8414578704.73293
2022-02-01,BTC,734882587285.7963,8156697993.18029
2022-02-02,BTC,699950267339.7744,8092095785.99625
2022-02-03,BTC,702169321610.3784,7440679315.62976
2022-02-04,BTC,778416466655.57,12411935848.1058
2022-02-05,BTC,786570243049.2509,7519482839.1218
2022-02-06,BTC,802711930524.7646,5588383108.82788
2022-02-07,BTC,831757893938.8805,11814662248.1273
2022-02-08,BTC,837077702292.8624,14206789025.3292
2022-02-09,BTC,841620177986.7826,8887315273.41042
2022-02-10,BTC,826673340569.5298,13757828262.0353
2022-02-11,BTC,802885153204.8153,10968833584.3479
2022-02-12,BTC,799449167809.6085,6478870532.73681
2022-02-13,BTC,799910438394.8269,4796939485.04181
2022-02-14,BTC,808492710849.5155,7806171092.11767
2022-02-15,BTC,843912516712.541,8728320989.1043
2022-02-16,BTC,835495877044.4435,7216711962.44739
2022-02-17,BTC,770015151406.7638,10603986430.86
2022-02-18,BTC,759320197985.6616,8877763470.19805
2022-02-19,BTC,760337246150.2621,4378388260.65075
2022-02-20,BTC,731088089618.0752,6853709105.03763
2022-02-21,BTC,703550978541.0667,12229717946.7263
2022-02-22,BTC,724534819639.9742,10169588313.3319
2022-02-23,BTC,707608386323.9312,8698318595.36082
2022-02-24,BTC,726142231115.2035,20666368458.5377
2022-02-25,BTC,745900830759.9186,10893445748.4637
2022-02-26,BTC,740863193300.3043,6374264560.70394
2022-02-27,BTC,714494212585.6721,9167688820.61732
2022-02-28,BTC,819144394069.7399,14643153550.8693
2022-03-01,BTC,841104392825.5334,14047384167.1736
2022-03-02,BTC,834504066221.5271,12124720735.2794
2022-03-03,BTC,806239776434.6935,10016881300.2274
2022-03-04,BTC,742022224694.9856,12488179313.0002
2022-03-05,BTC,747317522202.4407,5977148318.78139
2022-03-06,BTC,728667065433.831,7255579920.12331
2022-03-07,BTC,723908847546.8259,11344006169.1874
2022-03-08,BTC,734927448074.0189,10483115474.7307
2022-03-09,BTC,796906050430.487,14019392131.1507
2022-03-10,BTC,749359384983.7483,14010356921.0009
2022-03-11,BTC,736925253813.8165,11285230965.5628
2022-03-12,BTC,739350326402.7109,4926981055.96262
2022-03-13,BTC,717693726421.2742,6142841848.75237
2022-03-14,BTC,752673129199.2286,9256863860.14208
2022-03-15,BTC,747159778521.4589,8895191140.0174
2022-03-16,BTC,780326259892.9254,16837523985.7313
2022-03-17,BTC,777797289016.2966,8229142658.68426
2022-03-18,BTC,794157105661.4315,9179237589.04255
2022-03-19,BTC,801167113251.2291,6749722734.96085
2022-03-20,BTC,784147246647.208,6545074415.61491
2022-03-21,BTC,779813454595.2153,8587481962.42269
2022-03-22,BTC,804895791994.0563,12406353015.8808
2022-03-23,BTC,811600915721.3618,9228466663.25472
2022-03-24,BTC,835197568855.9592,11562298423.1605
2022-03-25,BTC,842314472588.2867,10927641840.3294
2022-03-26,BTC,845643141455.347,5029013289.51277
2022-03-27,BTC,888557797875.1592,9060253555.2464
2022-03-28,BTC,897085228548.5029,13302412300.3126
2022-03-29,BTC,901690266879.8414,11204366063.2829
2022-03-30,BTC,895263051309.1227,10055338077.371
2022-03-31,BTC,865644342353.4548,12440776277.4842
2022-04-01,BTC,878758918482.4454,14363112070.4016
2022-04-02,BTC,872899323456.1626,10682297783.4055
2022-04-03,BTC,882452402068.5901,9222747534.03191
2022-04-04,BTC,886725621050.4031,12415826909.2964
2022-04-05,BTC,868334945220.4375,10538375511.704
2022-04-06,BTC,822992941537.3002,14842581153.9639
2022-04-07,BTC,828049823775.4825,9338442133.96836
2022-04-08,BTC,802485243344.183,10251838290.3376
2022-04-09,BTC,811248536966.8553,4818711935.46515
2022-04-10,BTC,803368401022.6544,5535566111.516
2022-04-11,BTC,751691818357.7859,13029567831.8077
2022-04-12,BTC,762229617848.9938,11300477343.8476
2022-04-13,BTC,782347510376.0757,9211636217.95698
2022-04-14,BTC,758879643233.893,7536382659.37129
2022-04-15,BTC,770532674214.2937,5487188888.69965
2022-04-16,BTC,768898298022.5022,3690714614.17866
2022-04-17,BTC,754968041603.9386,4626725637.51229
2022-04-18,BTC,776186219648.7059,10709763836.6113
2022-04-19,BTC,788973605180.1066,7405993342.99462
2022-04-20,BTC,787227117424.9535,9017582543.39647
2022-04-21,BTC,769428938686.3944,11984633925.5605
2022-04-22,BTC,755778442607.8029,9806946044.5342
2022-04-23,BTC,752860950838.1914,4286359872.00741
2022-04-24,BTC,751556383525.8639,5101679437.19436
2022-04-25,BTC,769897647999.5433,12843245289.3911
2022-04-26,BTC,724259783050.5642,12215279733.5843
2022-04-27,BTC,746096829666.1973,9646675379.38287
2022-04-28,BTC,756201958477.4653,10482995158.439
2022-04-29,BTC,734578607327.6136,8957010326.91573
2022-04-30,BTC,717578011718.2109,6039880658.2135
2022-05-01,BTC,731795620564.7079,6957907608.40186
2022-05-02,BTC,733867042100.8314,9809311606.12016
2022-05-03,BTC,717506054791.5656,7559816224.83081
2022-05-04,BTC,754411390672.5853,11276767465.4719
2022-05-05,BTC,694694154668.1464,15358354248.2057
2022-05-06,BTC,685990134639.4475,12561908182.8212
2022-05-07,BTC,675852998119.4371,6395067105.32933
2022-05-08,BTC,648291225672.0372,11999760786.3569
2022-05-09,BTC,579778106079.444,25181723714.7845
2022-05-10,BTC,589950045319.7169,24028396599.3192
2022-05-11,BTC,548207026149.2423,34657367879.1545
2022-05-12,BTC,552689095253.7048,30097624721.7211
2022-05-13,BTC,557575962443.4471,15053844698.5496
2022-05-14,BTC,572186367858.1311,8173944072.28469
2022-05-15,BTC,593738302710.1289,7443865210.54665
2022-05-16,BTC,569149173743.4916,10536726491.4772
2022-05-17,BTC,579623074735.8607,8945828665.87014
2022-05-18,BTC,547903613073.46497,10351538709.803
2022-05-19,BTC,576237927167.5203,10633086375.8237
2022-05-20,BTC,556576449741.6575,10235776129.9644
2022-05-21,BTC,560330903433.8232,4176477855.64926
2022-05-22,BTC,577719993300.8108,5708844378.99752
2022-05-23,BTC,554062243386.7935,9829494659.79318
2022-05-24,BTC,564664143267.9167,7893886759.2717
2022-05-25,BTC,563425495600.498,8376806831.92126
2022-05-26,BTC,558788579642.6685,12533507688.2124
2022-05-27,BTC,545088669358.9464,12025649209.5268
2022-05-28,BTC,553373761224.6202,4646142522.62815
2022-05-29,BTC,560727563224.8401,4075277592.68769
2022-05-30,BTC,604691877439.0,12280949553.3557
2022-05-31,BTC,606539699591.0908,10235518846.2686
2022-06-01,BTC,568350982618.1753,13241894892.9218
2022-06-02,BTC,581301103485.3453,8932210117.35541
2022-06-03,BTC,565289816719.395,7771681268.11123
2022-06-04,BTC,567788127583.5594,3567370123.54281
2022-06-05,BTC,570159608584.3286,3669382503.31254
2022-06-06,BTC,597219834771.5532,10041880433.5649
2022-06-07,BTC,594227633838.3704,13782946796.3126
2022-06-08,BTC,576218725147.5542,9885530461.58002
2022-06-09,BTC,573120367821.6552,6631191196.54558
2022-06-10,BTC,554196788670.7576,10300750562.1777
2022-06-11,BTC,540696111012.39246,8277996033.77157
2022-06-12,BTC,511538437846.9446,11434429812.2049
2022-06-13,BTC,425493856127.20056,29944355946.0399
2022-06-14,BTC,420873377970.2221,21304241063.0554
2022-06-15,BTC,429437386455.3185,22822911297.9577
2022-06-16,BTC,387299429738.925,12545170664.8662
2022-06-17,BTC,390264246951.8146,9688788483.88514
2022-06-18,BTC,362611174621.4809,16389815161.4256
2022-06-19,BTC,390823129715.5468,13298332256.2679
2022-06-20,BTC,392353137499.7772,11137607109.8596
2022-06-21,BTC,394600889959.4376,10214853097.1956
2022-06-22,BTC,381546027327.4448,9863055075.59375
2022-06-23,BTC,402432082094.104,8992166912.60485
2022-06-24,BTC,406301957818.1101,8770253854.60876
2022-06-25,BTC,409551146129.82904,5632965587.54374
2022-06-26,BTC,401905669584.8117,5572971395.84867
2022-06-27,BTC,395902927689.18256,6760414668.85933
2022-06-28,BTC,386614220232.3532,6987921279.68946
2022-06-29,BTC,383155502450.5327,8111793844.63794
2022-06-30,BTC,368903228195.36633,10015394386.6893
2022-07-01,BTC,369090226458.1767,11088252915.4899
2022-07-02,BTC,367007144409.2252,4501005501.31979
2022-07-03,BTC,367878517546.52386,4831776398.59772
2022-07-04,BTC,386022540612.4449,6746602702.35775
2022-07-05,BTC,385408468112.8211,8826497282.41701
2022-07-06,BTC,392438882291.5653,7803284516.95438
2022-07-07,BTC,413275623808.41907,8123265924.27596
2022-07-08,BTC,416395031613.0832,18513622026.4588
2022-07-09,BTC,412048402705.4956,9457361544.07969
2022-07-10,BTC,397677569200.7721,9656590583.69742
2022-07-11,BTC,381276239330.9752,8254669653.70953
2022-07-12,BTC,369225505108.16406,8947698311.04344
2022-07-13,BTC,384825682177.9338,13376425704.5997
2022-07-14,BTC,392428543677.9312,10828163722.9267
2022-07-15,BTC,397770775563.73773,9530874620.97552
2022-07-16,BTC,404755787365.4628,7874805597.31127
2022-07-17,BTC,397732973007.4676,7693331809.27188
2022-07-18,BTC,425971905281.9996,15998247369.6911
2022-07-19,BTC,446339832050.2446,19826660557.1207
2022-07-20,BTC,444634259889.05206,18311113923.7369
2022-07-21,BTC,442199694644.768,13518660850.7684
2022-07-22,BTC,433693823514.26,12511185421.0136
2022-07-23,BTC,429482365773.2771,8573521792.77034
2022-07-24,BTC,432730761552.05457,8305304702.61924
2022-07-25,BTC,410911525111.4701,13324152840.4071
2022-07-26,BTC,404657958397.2495,10929855208.9447
2022-07-27,BTC,437478763559.1204,13893424373.4596
2022-07-28,BTC,455461367222.4853,16395423570.1689
2022-07-29,BTC,457626609085.485,14793722764.3988
2022-07-30,BTC,451391833403.0792,10666365149.0757
2022-07-31,BTC,446307219209.83734,8589457632.53753
2022-08-01,BTC,445854500671.93616,9808015050.99773
2022-08-02,BTC,440143630646.2181,10865974521.078
2022-08-03,BTC,435927882119.2917,10221796872.5345
2022-08-04,BTC,432479435664.96185,10064406097.3015
2022-08-05,BTC,444363077389.24005,11770869356.4061
2022-08-06,BTC,439556370388.69934,5054758518.68219
2022-08-07,BTC,442587644255.7988,5051011463.65859
2022-08-08,BTC,455033818812.5433,10914857806.092
2022-08-09,BTC,443253027415.8556,9349235041.16954
2022-08-10,BTC,457359947811.3196,13793461997.3135
2022-08-11,BTC,457598463723.4284,15906354568.6522
2022-08-12,BTC,466452355020.96,10514711868.3671
2022-08-13,BTC,467045519559.256,9229970197.87961
2022-08-14,BTC,464923825825.5608,9190505051.55147
2022-08-15,BTC,460542963581.37933,14958155977.9812
2022-08-16,BTC,456451152283.436,10915319802.2743
2022-08-17,BTC,446287363119.0393,12821094743.9045
2022-08-18,BTC,444105576817.22424,8049628042.105
2022-08-19,BTC,399865784896.4949,17478732474.4484
2022-08-20,BTC,404473619044.496,10107289569.3909
2022-08-21,BTC,412284535348.17566,8317672111.93958
2022-08-22,BTC,407466140105.92474,11538476110.6228
2022-08-23,BTC,411954552631.3741,10595392226.987
2022-08-24,BTC,409878577064.975,9523214352.63264
2022-08-25,BTC,413015814390.91345,8425506933.41706
2022-08-26,BTC,387369347817.7026,15268318661.9669
2022-08-27,BTC,383519310960.92694,8524042721.95354
2022-08-28,BTC,376450966908.2225,6702071269.98708
2022-08-29,BTC,387902405358.73914,10472006275.9964
2022-08-30,BTC,379397503826.90955,12903492318.106
2022-08-31,BTC,383228003505.9351,12716997383.7273
2022-09-01,BTC,384791505857.64453,11070522554.5785
2022-09-02,BTC,381810364146.53986,11007379913.1935
2022-09-03,BTC,379052887734.96625,5861455563.3251
2022-09-04,BTC,382099532564.477,6229672897.75654
2022-09-05,BTC,378977066517.5076,8831459842.57207
2022-09-06,BTC,360777012676.7327,16177044696.2342
2022-09-07,BTC,369346999995.14307,12771257081.8257
2022-09-08,BTC,369864252540.9233,11800658806.8943
2022-09-09,BTC,409017455131.7917,20766008911.2502
2022-09-10,BTC,415785927560.1788,13707970807.7865
2022-09-11,BTC,416141395725.3066,12714424788.619
2022-09-12,BTC,428261637184.8132,20532599884.2265
2022-09-13,BTC,386157248713.93646,24068120725.0372
2022-09-14,BTC,387730658256.55914,15667229490.367
2022-09-15,BTC,377225556977.2085,15011889945.4785
2022-09-16,BTC,378097572891.12006,13151438669.2414
2022-09-17,BTC,385380080042.85614,9421581223.05913
2022-09-18,BTC,372113932908.2874,12754445429.1986
2022-09-19,BTC,374636684861.29944,18829405533.439
2022-09-20,BTC,361532792864.2618,15361629385.0779
2022-09-21,BTC,354534333416.6793,20976502377.1147
2022-09-22,BTC,371940200960.5232,18345365367.2844
2022-09-23,BTC,370276849734.61835,15657666696.3126
2022-09-24,BTC,362590477877.56635,9575365033.9424
2022-09-25,BTC,360086121322.07837,8716899709.1165
2022-09-26,BTC,367921135053.928,19956679983.6633
2022-09-27,BTC,366127838719.62805,28149047884.4249
2022-09-28,BTC,372818335629.0543,25070695056.0647
2022-09-29,BTC,374482476447.1954,10699004351.9684
2022-09-30,BTC,372477904951.7994,19044623312.0251
2022-10-01,BTC,370136058133.8757,6547468881.65707
2022-10-02,BTC,364470603274.7758,8200077083.75743
2022-10-03,BTC,376337531461.188,12866240703.2724
2022-10-04,BTC,389901326705.8898,15480579142.9772
2022-10-05,BTC,386379527832.91864,14433575296.5909
2022-10-06,BTC,382478030109.5452,15474578899.8409
2022-10-07,BTC,374611763556.60834,12019159440.684
2022-10-08,BTC,372275436651.0157,4974486247.40767
2022-10-09,BTC,372528344873.01337,5417019162.42095
2022-10-10,BTC,367295367833.38873,10060033831.8234
2022-10-11,BTC,365106524490.82605,11285491986.0958
2022-10-12,BTC,367378647972.2289,9952746004.02343
2022-10-13,BTC,371824448281.4801,19534704284.833
2022-10-14,BTC,367813040138.8371,18339151976.3417
2022-10-15,BTC,365763269803.227,5502768960.3205
2022-10-16,BTC,369460796080.11127,6821314673.45791
2022-10-17,BTC,375142761443.2314,12113841516.4465
2022-10-18,BTC,371024014617.1823,14299565858.2332
2022-10-19,BTC,367027991687.44006,9339339314.23208
2022-10-20,BTC,365150292653.8844,11008226785.7864
2022-10-21,BTC,367883634520.1516,14561861282.2313
2022-10-22,BTC,368528334460.5667,4774783235.3694
2022-10-23,BTC,375411929443.3675,7956738676.06743
2022-10-24,BTC,371131281846.5523,12048634040.7067
2022-10-25,BTC,385605065822.4446,19895894385.2104
2022-10-26,BTC,399097328311.379,22458287649.3357
2022-10-27,BTC,389195921538.64905,17662789381.5723
2022-10-28,BTC,395442686247.225,14983969219.1713
2022-10-29,BTC,399285967648.70013,13376463310.9969
2022-10-30,BTC,395710529271.3392,9581661474.18795
2022-10-31,BTC,393317251848.5653,7678070035.53999
2022-11-01,BTC,393203403802.07855,12319576456.9247
2022-11-02,BTC,386775127359.09686,19249776021.4553
2022-11-03,BTC,387752323864.0792,13449808635.2511
2022-11-04,BTC,406182308414.37366,23359994669.0086
2022-11-05,BTC,408625727281.5159,11420258248.0051
2022-11-06,BTC,402179894315.6349,10105313953.4695
2022-11-07,BTC,394936214963.7293,17227999084.199
2022-11-08,BTC,355639311703.4768,48421194270.3724
2022-11-09,BTC,302605063696.8061,44470633009.3583
2022-11-10,BTC,336865135843.0826,29627713951.1551
2022-11-11,BTC,324882485889.16296,18085735751.0555
2022-11-12,BTC,322103638475.01587,8266826492.71121
2022-11-13,BTC,313459931493.43146,8426755002.59389
2022-11-14,BTC,319407146559.77606,16997289347.0302
2022-11-15,BTC,323766538003.8617,12085486623.2839
2022-11-16,BTC,320017579504.2511,11410913049.8884
2022-11-17,BTC,320331100560.6855,8237051359.18582
2022-11-18,BTC,320083241544.82635,8062185138.49908
2022-11-19,BTC,320760994779.17206,4016701906.2206
2022-11-20,BTC,312146945942.77655,6471478081.80509
2022-11-21,BTC,303152194386.4471,13119331161.9254
2022-11-22,BTC,310751834009.56635,10303275174.6304
2022-11-23,BTC,318474713411.88574,10879843229.6996
2022-11-24,BTC,318669910367.05646,8061758405.62056
2022-11-25,BTC,317507827540.0432,7371400232.1963
2022-11-26,BTC,316101841086.03455,6571519761.6192
2022-11-27,BTC,315874237356.33,5734352902.00943
2022-11-28,BTC,311593224390.96533,10185161473.9572
2022-11-29,BTC,316035861020.9537,9416306797.26502
2022-11-30,BTC,330155532207.7363,12866116760.2858
2022-12-01,BTC,326027592017.76044,10180887766.1921
2022-12-02,BTC,328228712887.5605,8815923097.37551
2022-12-03,BTC,324867019678.67773,7485097176.19149
2022-12-04,BTC,329153600280.11,7671626710.64487
